platform,ad_format,objective,audience_size,daily_budget,creative_quality,days_running,retargeting,day_of_week,ctr,cpc,roas
Google,image,awareness,medium,771.5,2,19,0,2,0.0244,2.2,1.64
Meta,carousel,traffic,narrow,1494.52,5,42,0,2,0.0366,2.05,3.75
Meta,carousel,traffic,medium,1579.16,3,69,0,6,0.0272,1.69,3.69
Google,video,conversions,medium,1538.41,4,19,0,2,0.0363,3.36,4.86
Meta,video,conversions,medium,1459.09,4,39,0,5,0.0351,2.27,3.55
Google,carousel,conversions,broad,448.78,3,69,1,5,0.0319,3.56,4.58
Google,image,conversions,medium,709.04,4,52,0,6,0.0276,3.58,3.75
Meta,carousel,conversions,broad,966.2,3,12,1,4,0.0392,2.29,4.97
Meta,video,awareness,medium,695.05,3,83,0,2,0.0394,2.3,3.36
Google,image,conversions,medium,1522.13,4,47,0,2,0.0347,3.7,3.29
Google,image,conversions,medium,692.24,1,76,0,0,0.0137,2.87,1.75
Meta,image,traffic,narrow,319.55,2,36,1,2,0.0386,1.39,4.38
Google,image,traffic,medium,828.13,5,63,0,5,0.0294,2.48,2.64
Meta,video,conversions,medium,1960.83,2,76,1,0,0.0516,2.39,5.72
Google,image,traffic,medium,490.47,5,82,1,0,0.0396,2.51,4.29
Meta,video,conversions,narrow,1243.71,5,51,1,2,0.0605,2.8,7.33
Google,image,conversions,narrow,894.3,2,43,1,1,0.0403,3.49,4.12
Google,carousel,conversions,broad,188.5,3,34,1,3,0.0374,3.01,4.44
Google,video,awareness,medium,1001.36,4,49,1,5,0.0364,2.24,4.71
Meta,carousel,conversions,narrow,1419.22,1,18,0,1,0.033,2.95,3.11
Meta,video,conversions,medium,1050.78,1,61,1,2,0.0483,2.18,5.81
Meta,image,conversions,medium,1750.61,1,57,1,2,0.032,2.59,5.03
Meta,carousel,awareness,broad,613.43,2,5,0,1,0.0226,1.97,0.42
Meta,video,conversions,narrow,218.19,2,89,1,2,0.0488,2.1,5.93
Google,video,conversions,narrow,1876.3,3,24,0,5,0.0264,3.68,3.67
Meta,image,conversions,broad,787.48,1,64,0,6,0.0201,2.2,2.55
Meta,video,conversions,narrow,1173.99,3,59,0,0,0.0445,2.6,4.07
Google,image,traffic,narrow,1594.41,1,38,0,4,0.0174,3.45,1.08
Google,carousel,traffic,broad,682.41,2,33,1,2,0.0212,2.29,3.02
Google,image,conversions,medium,1446.52,4,10,1,2,0.0326,3.07,4.84
Google,video,conversions,narrow,314.07,4,37,1,1,0.0548,3.08,6.67
Meta,image,conversions,narrow,618.02,4,87,1,0,0.0579,2.91,6.78
Meta,image,conversions,narrow,332.19,4,11,0,1,0.0449,2.35,4.66
Google,video,conversions,narrow,1631.9,5,24,0,6,0.0373,3.83,4.91
Google,image,traffic,broad,484.17,1,88,0,5,0.0153,3.04,1.11
Meta,image,awareness,medium,1448.94,4,71,1,1,0.0347,1.91,5.24
Google,image,awareness,broad,1889.43,5,21,0,2,0.0201,3.2,1.26
Meta,video,awareness,broad,1079.16,5,20,1,0,0.0437,2.33,6.19
Meta,image,traffic,medium,1103.06,5,10,1,5,0.0445,2.14,4.02
Meta,video,traffic,narrow,949.02,3,89,1,2,0.0538,2.18,5.49
Meta,video,conversions,medium,685.49,3,47,0,5,0.0365,2.4,4.1
Meta,carousel,traffic,broad,977.53,5,47,0,2,0.0306,1.41,3.73
Meta,image,conversions,broad,1225.47,4,15,1,2,0.0413,2.13,3.69
Google,video,conversions,narrow,1972.68,1,44,1,2,0.0448,3.61,5.01
Meta,video,traffic,medium,1878.64,2,62,0,4,0.0359,2.74,3.41
Meta,video,conversions,medium,1731.2,3,6,1,3,0.0406,2.28,6.09
Google,video,conversions,broad,1783.8,4,66,1,0,0.0421,3.09,5.24
Google,video,awareness,narrow,962.31,4,76,0,6,0.0317,2.68,3.87
Google,video,conversions,medium,1332.02,2,4,0,4,0.0287,3.37,2.62
Google,image,conversions,broad,1795.38,2,23,0,3,0.0169,3.38,1.69
Google,image,awareness,medium,816.25,4,13,0,5,0.0228,2.87,1.84
Meta,image,traffic,medium,1925.44,2,81,1,3,0.028,2.28,3.51
Meta,image,traffic,narrow,860.78,4,31,0,3,0.0266,1.74,3.77
Meta,video,conversions,narrow,1222.11,2,16,1,4,0.0395,2.52,5.74
Meta,carousel,conversions,medium,1434.12,2,41,1,0,0.0383,2.84,4.87
Meta,carousel,awareness,broad,1903.65,4,1,0,1,0.0258,2.01,2.63
Google,carousel,traffic,narrow,527.0,5,12,0,3,0.0316,3.21,3.71
Meta,carousel,traffic,medium,1504.96,4,56,0,1,0.0376,1.91,3.82
Meta,carousel,conversions,medium,1065.59,1,50,0,1,0.0217,2.03,1.74
Meta,image,conversions,narrow,573.69,2,20,0,2,0.0391,2.48,3.17
Google,video,awareness,medium,1564.38,3,66,1,1,0.0461,2.48,4.78
Meta,image,conversions,broad,1126.83,2,36,0,5,0.0132,2.17,2.42
Google,image,traffic,broad,1338.9,1,79,0,5,0.0115,2.76,0.68
Meta,image,conversions,medium,679.66,3,38,0,2,0.027,2.36,3.84
Meta,image,traffic,medium,988.48,3,22,0,0,0.0104,1.32,3.36
Meta,video,awareness,narrow,1253.84,4,61,0,6,0.0348,2.27,4.47
Google,video,traffic,broad,839.58,5,50,1,0,0.0449,2.38,5.34
Meta,carousel,conversions,narrow,436.83,4,59,0,5,0.0511,2.34,5.31
Google,image,traffic,broad,1925.2,3,20,1,6,0.0315,2.92,2.42
Meta,image,traffic,narrow,1047.36,3,36,0,2,0.0326,2.05,3.26
Meta,video,conversions,broad,1481.14,5,15,1,0,0.0499,2.86,6.7
Google,video,awareness,broad,851.54,2,62,1,6,0.0404,2.91,3.65
Google,carousel,traffic,broad,742.51,5,3,0,6,0.0367,2.88,2.06
Google,image,awareness,narrow,843.97,4,5,0,3,0.0261,2.8,2.8
Google,carousel,traffic,medium,847.93,2,56,0,0,0.01,2.27,1.63
Google,image,conversions,medium,1111.15,4,31,1,2,0.0265,3.16,4.32
Google,image,conversions,broad,1109.77,5,86,1,6,0.0436,3.09,6.58
Google,video,conversions,narrow,1019.45,2,35,0,5,0.0348,3.32,3.49
Google,image,awareness,broad,312.83,5,71,0,3,0.0239,2.04,2.39
Google,image,traffic,broad,1017.35,1,70,1,1,0.012,2.59,2.46
Google,image,traffic,narrow,379.75,3,26,1,1,0.0322,2.69,4.7
Google,image,conversions,broad,295.96,2,1,1,1,0.0265,3.1,3.53
Meta,carousel,conversions,medium,1868.66,3,83,1,5,0.043,2.76,5.61
Google,video,traffic,medium,1229.65,1,7,0,6,0.02,3.0,1.2
Google,carousel,conversions,medium,1336.01,2,36,1,2,0.0288,2.82,4.86
Meta,video,conversions,medium,833.5,3,76,1,1,0.0431,2.37,6.29
Google,image,traffic,broad,1822.51,3,84,1,0,0.033,2.63,4.33
Meta,video,conversions,medium,1293.96,2,87,0,1,0.0352,2.02,4.27
Meta,video,conversions,medium,1549.88,3,25,0,6,0.0401,2.34,4.59
Google,image,conversions,medium,768.7,3,59,0,4,0.0195,3.35,2.41
Meta,video,conversions,broad,1922.02,2,61,0,5,0.0162,2.46,2.92
Google,image,awareness,narrow,1649.9,3,29,0,4,0.0234,3.66,3.07
Google,carousel,conversions,broad,1715.2,3,18,1,1,0.0297,3.48,4.78
Meta,video,conversions,medium,385.78,4,41,0,6,0.0417,2.0,4.19
Meta,carousel,conversions,narrow,578.38,4,19,0,1,0.0574,2.92,4.79
Meta,image,traffic,narrow,606.97,1,4,1,4,0.0385,2.22,3.63
Google,image,conversions,medium,578.27,4,65,1,6,0.0507,2.69,5.19
Google,video,traffic,broad,1718.05,4,41,0,5,0.0308,3.37,3.01
Google,video,conversions,medium,112.18,1,15,0,5,0.0229,2.91,3.13
Meta,video,conversions,broad,198.39,3,54,1,1,0.0457,2.07,5.93
Google,video,conversions,narrow,584.13,3,64,1,5,0.0569,3.12,6.11
Meta,video,awareness,medium,439.75,4,72,0,3,0.0451,1.99,4.46
Google,image,awareness,broad,502.13,1,15,0,6,0.0081,2.61,0.44
Meta,carousel,conversions,broad,1605.99,3,79,0,6,0.0303,2.67,3.52
Google,carousel,traffic,narrow,1148.1,5,50,1,5,0.0379,2.89,5.95
Meta,image,awareness,medium,61.25,2,22,0,6,0.0261,1.77,1.15
Google,video,conversions,narrow,887.18,2,18,0,4,0.0428,3.74,4.11
Meta,video,awareness,medium,845.38,2,80,0,2,0.0302,1.55,2.47
Google,video,conversions,broad,272.19,4,2,1,4,0.0387,2.46,5.91
Google,video,awareness,broad,1368.48,2,36,0,0,0.0238,2.88,1.68
Meta,image,traffic,narrow,1419.09,2,20,0,3,0.0301,1.85,2.13
Google,image,awareness,broad,1455.74,5,16,1,2,0.0334,2.78,4.55
Google,video,traffic,medium,1470.52,3,67,0,1,0.0289,2.61,3.21
Meta,video,conversions,medium,50.1,5,30,0,6,0.0421,2.38,4.53
Meta,carousel,awareness,medium,1910.15,4,55,1,0,0.046,1.96,4.41
Google,carousel,conversions,medium,1637.71,2,66,0,0,0.0277,3.62,2.5
Meta,video,conversions,medium,1812.76,3,26,1,3,0.0421,2.39,5.11
Meta,carousel,traffic,medium,80.5,2,57,0,2,0.0199,1.82,1.72
Meta,carousel,traffic,medium,1871.02,2,69,0,0,0.0237,2.68,2.28
Google,video,awareness,narrow,1629.09,4,2,1,2,0.0507,2.87,4.97
Meta,video,conversions,broad,1682.58,2,56,0,2,0.0317,2.59,3.64
Google,image,traffic,medium,231.91,1,84,1,5,0.0208,3.19,3.69
Google,carousel,traffic,narrow,1490.62,3,62,0,0,0.0303,3.17,2.74
Google,carousel,conversions,broad,1921.84,3,34,0,2,0.0223,3.4,2.52
Google,video,conversions,broad,1373.17,1,56,1,3,0.0374,3.45,5.18
Meta,video,conversions,broad,1162.59,4,55,0,0,0.0387,2.36,3.81
Google,image,conversions,medium,1893.98,2,20,0,3,0.0194,2.86,2.92
Meta,image,awareness,narrow,913.73,2,50,0,3,0.0292,2.51,3.29
Meta,video,traffic,medium,1218.62,3,25,0,2,0.0396,1.26,4.0
Meta,carousel,traffic,narrow,978.86,4,84,1,2,0.0442,2.07,6.28
Meta,image,awareness,broad,1869.05,4,25,1,5,0.037,2.42,4.43
Google,carousel,conversions,narrow,198.37,4,53,1,6,0.0456,3.15,5.49
Google,carousel,awareness,narrow,1027.18,2,14,1,5,0.0381,2.8,4.43
Meta,image,conversions,medium,1389.56,4,60,0,0,0.0287,2.68,4.44
Meta,image,awareness,medium,1594.22,1,43,0,5,0.0196,1.72,2.34
Google,image,conversions,broad,1186.89,5,62,1,1,0.0425,2.79,5.46
Meta,video,awareness,medium,1822.39,4,76,0,0,0.0313,2.13,3.56
Meta,image,conversions,narrow,1886.88,5,69,0,3,0.0344,2.91,4.98
Meta,video,conversions,narrow,175.42,2,63,1,5,0.0435,2.08,6.58
Google,image,traffic,medium,834.62,4,2,0,5,0.0171,2.74,2.72
Google,video,conversions,narrow,95.75,3,54,0,6,0.041,3.37,4.13
Meta,video,traffic,medium,692.36,2,16,0,5,0.023,1.6,2.89
Meta,video,conversions,medium,1096.89,1,55,1,2,0.0395,2.24,4.39
Google,video,traffic,broad,1826.05,1,43,0,3,0.0221,2.99,2.08
Google,image,conversions,broad,1700.78,5,61,0,5,0.0291,3.67,3.1
Meta,image,conversions,broad,298.62,5,38,1,4,0.0401,2.0,6.1
Google,image,conversions,broad,231.41,3,45,1,4,0.032,3.07,3.7
Meta,video,conversions,narrow,1199.07,3,51,1,3,0.0535,2.93,6.98
Meta,video,conversions,narrow,1087.63,1,42,0,5,0.0359,2.99,3.91
Google,video,conversions,medium,569.44,4,24,0,6,0.0339,2.98,3.63
Meta,video,conversions,broad,1803.93,1,30,0,1,0.0392,2.27,3.44
Google,carousel,conversions,broad,1858.36,1,37,0,6,0.022,3.22,1.41
Meta,video,traffic,broad,835.09,3,53,0,1,0.0424,1.85,3.75
Meta,video,awareness,narrow,1786.09,5,63,0,0,0.0425,2.98,4.67
Google,video,conversions,broad,798.7,3,11,0,0,0.0286,2.89,2.29
Meta,video,traffic,medium,1486.79,3,78,1,6,0.0363,2.19,4.63
Google,image,traffic,narrow,978.09,3,23,1,5,0.032,2.9,3.97
Meta,image,conversions,medium,289.04,1,80,0,6,0.0325,2.12,3.65
Meta,video,traffic,narrow,1859.47,4,50,0,0,0.0394,2.91,4.73
Meta,video,conversions,medium,935.49,1,85,0,2,0.0406,2.51,4.49
Google,video,traffic,medium,1482.25,2,55,0,1,0.0188,2.37,3.23
Meta,video,conversions,medium,765.99,3,55,0,3,0.0317,2.06,3.96
Google,video,traffic,medium,86.82,3,4,0,6,0.0263,2.7,2.51
Meta,carousel,traffic,broad,246.03,2,54,1,5,0.0317,1.62,3.5
Google,image,conversions,medium,1017.63,3,61,1,5,0.0386,2.76,4.52
Meta,image,conversions,medium,1395.43,3,78,1,4,0.0413,2.17,4.5
Google,image,awareness,broad,702.73,3,83,1,1,0.0249,2.72,3.61
Google,image,conversions,broad,1406.2,2,5,1,1,0.0273,3.52,2.83
Google,image,traffic,narrow,1412.34,1,18,1,1,0.0284,3.13,3.23
Google,image,awareness,medium,1422.68,3,44,0,6,0.0154,3.47,2.92
Google,image,traffic,narrow,1010.42,4,31,0,0,0.0246,3.25,2.66
Google,video,traffic,narrow,1834.03,2,21,1,2,0.0461,3.18,4.7
Meta,image,traffic,medium,1003.93,5,47,0,6,0.0219,1.56,3.94
Meta,image,awareness,broad,928.02,2,30,1,3,0.0371,1.49,3.85
Google,carousel,conversions,narrow,438.79,1,55,1,0,0.0353,3.43,4.47
Google,image,conversions,broad,649.93,2,68,1,6,0.0241,2.85,3.71
Google,image,conversions,broad,132.55,5,69,0,2,0.0307,3.34,3.51
Meta,video,awareness,broad,1285.39,4,41,0,1,0.0404,2.33,3.09
Meta,image,traffic,narrow,534.64,5,45,1,2,0.0526,2.25,6.37
Meta,video,conversions,broad,643.1,2,74,1,0,0.0435,1.84,4.54
Google,video,awareness,medium,1553.09,5,80,0,6,0.0394,2.56,4.61
Meta,video,conversions,medium,688.08,2,30,1,1,0.0354,2.58,4.46
Meta,image,conversions,narrow,522.28,4,77,1,6,0.0454,2.39,6.84
Meta,video,traffic,narrow,379.66,4,85,0,0,0.0374,2.35,4.37
Meta,video,conversions,broad,1560.97,1,45,1,3,0.0441,2.61,4.09
Meta,carousel,awareness,medium,302.93,4,45,0,1,0.0291,1.61,3.5
Meta,video,conversions,narrow,934.82,3,79,0,2,0.0472,2.47,5.55
Google,image,awareness,narrow,1038.51,5,84,0,0,0.0347,2.98,3.64
Meta,image,traffic,medium,1390.41,5,84,1,4,0.0367,1.97,5.77
Meta,video,conversions,narrow,1284.9,2,45,1,2,0.0471,3.1,4.73
Meta,carousel,awareness,broad,1630.91,4,55,0,2,0.0345,1.72,2.39
Meta,video,traffic,narrow,137.27,1,59,1,1,0.0391,1.86,5.48
Meta,image,conversions,narrow,628.06,1,5,1,6,0.0396,2.6,4.49
Meta,image,conversions,medium,596.26,1,32,1,5,0.0291,2.38,3.15
Google,image,awareness,medium,334.73,3,6,0,2,0.0184,2.13,1.63
Meta,image,conversions,medium,613.9,4,26,0,0,0.0318,1.79,3.46
Google,video,conversions,medium,654.04,1,37,0,4,0.0221,3.2,2.52
Google,video,conversions,broad,1067.67,3,13,1,3,0.0342,2.66,4.64
Google,image,conversions,medium,1344.22,5,69,0,4,0.0314,3.59,3.98
Meta,image,traffic,narrow,793.15,2,25,1,0,0.0338,2.09,4.26
Meta,carousel,conversions,medium,1452.97,4,13,1,1,0.0409,1.97,6.18
Meta,carousel,conversions,broad,705.52,4,88,1,0,0.0373,2.07,5.73
Meta,carousel,conversions,medium,616.05,5,20,1,5,0.0476,2.3,6.23
Google,image,conversions,narrow,1105.32,4,72,0,5,0.0377,3.37,4.76
Meta,video,awareness,broad,96.25,4,60,1,5,0.0505,1.53,5.34
Meta,carousel,conversions,medium,205.59,4,73,0,2,0.0314,2.28,3.45
Google,image,awareness,medium,865.04,4,21,1,1,0.0438,2.5,5.0
Google,video,conversions,narrow,1888.68,3,61,1,6,0.043,3.49,5.97
Meta,carousel,conversions,narrow,1456.95,3,84,1,5,0.0534,2.75,6.16
Meta,carousel,awareness,medium,221.85,2,79,1,6,0.0314,1.99,3.75
Meta,image,conversions,narrow,1700.32,4,26,0,3,0.0336,3.42,3.83
Meta,video,traffic,medium,1477.99,5,54,0,3,0.0353,1.34,4.86
Meta,video,awareness,medium,1241.35,1,42,1,6,0.0367,2.2,4.62
Meta,carousel,conversions,narrow,1649.57,2,11,0,0,0.0379,2.97,3.82
Meta,carousel,conversions,broad,838.01,1,37,0,5,0.0263,2.53,2.62
Meta,video,traffic,broad,481.93,1,11,0,2,0.0193,1.48,2.24
Meta,video,conversions,broad,1048.45,4,27,0,3,0.0321,1.78,4.3
Meta,carousel,conversions,narrow,1120.24,5,83,0,4,0.0394,2.91,4.98
Meta,video,conversions,narrow,1099.74,1,34,1,1,0.0464,2.45,6.13
Google,image,conversions,medium,1151.89,1,38,1,4,0.0269,2.73,3.52
Google,carousel,traffic,narrow,1899.97,2,61,0,6,0.0212,2.87,2.47
Meta,video,conversions,broad,1809.38,5,87,1,3,0.0513,2.72,6.26
Meta,image,conversions,narrow,1757.65,5,53,0,3,0.0523,2.97,4.82
Meta,video,traffic,medium,1612.76,1,65,0,0,0.0245,2.22,2.39
Google,video,conversions,medium,1889.68,5,3,1,0,0.0458,3.57,5.52
Google,carousel,conversions,medium,242.06,2,67,1,5,0.0368,2.75,4.86
Meta,image,traffic,narrow,566.99,2,28,0,6,0.0252,2.05,1.98
Google,carousel,conversions,medium,1015.36,2,14,1,1,0.0373,2.95,4.18
Meta,image,traffic,narrow,1700.74,4,52,1,5,0.0404,2.35,5.39
Meta,video,awareness,broad,1035.07,1,30,0,0,0.0332,1.52,1.42
Google,video,conversions,narrow,1508.67,5,58,0,2,0.0457,3.77,4.96
Google,video,traffic,broad,320.97,2,54,1,1,0.0289,2.72,3.86
Google,video,conversions,broad,542.21,1,69,0,2,0.0201,2.72,2.76
Google,video,conversions,narrow,1476.96,1,15,0,5,0.0294,4.03,2.86
Meta,video,awareness,broad,371.23,4,38,1,0,0.0499,1.65,5.72
Google,image,awareness,narrow,735.14,5,78,0,1,0.0257,2.99,3.59
Meta,image,conversions,broad,566.49,5,14,0,5,0.0287,1.66,3.93
Google,image,traffic,medium,732.23,2,57,0,3,0.0142,1.98,1.93
Meta,image,awareness,medium,1431.23,2,59,1,5,0.0319,1.97,4.44
Google,video,awareness,medium,767.3,1,8,0,6,0.0206,2.77,1.37
Meta,video,traffic,narrow,1132.76,5,72,0,4,0.0375,2.04,4.7
Google,image,conversions,broad,244.87,5,19,0,3,0.025,3.37,2.9
Meta,image,conversions,narrow,1619.78,2,32,0,2,0.0315,3.11,3.22
Google,video,awareness,medium,771.28,3,29,1,3,0.0349,2.26,5.22
Meta,carousel,conversions,medium,1314.64,1,41,1,5,0.0394,2.4,4.62
Meta,carousel,traffic,broad,1464.51,5,75,0,3,0.0356,2.68,2.83
Meta,image,conversions,narrow,458.84,4,45,1,4,0.0476,2.16,5.97
Meta,video,conversions,medium,1775.12,4,13,1,6,0.0512,2.69,6.34
Google,carousel,conversions,medium,1251.64,3,27,1,5,0.0262,3.08,3.9
Meta,image,awareness,broad,886.01,2,19,0,4,0.0169,1.98,1.29
Google,carousel,conversions,narrow,405.55,2,26,0,3,0.035,3.7,3.68
Meta,carousel,traffic,narrow,1887.49,2,53,1,4,0.0389,2.35,4.2
Meta,carousel,conversions,narrow,1522.38,4,51,0,3,0.0373,3.19,4.87
Google,image,conversions,broad,455.65,2,37,0,1,0.0294,3.6,2.8
Google,video,conversions,narrow,708.54,4,9,1,3,0.0601,3.43,6.0
Meta,image,traffic,medium,1628.86,3,52,1,0,0.0373,2.22,3.95
Meta,image,conversions,narrow,1406.57,1,54,0,4,0.0347,2.64,3.13
Google,image,conversions,broad,1543.28,5,3,1,6,0.0259,3.27,4.14
Meta,video,conversions,broad,910.34,3,69,0,4,0.0301,2.22,4.0
Google,video,conversions,medium,1447.13,4,8,1,2,0.0427,3.47,5.4
Google,carousel,awareness,medium,803.66,3,14,0,6,0.0218,2.9,2.11
Google,image,awareness,narrow,461.96,5,3,0,6,0.0296,2.81,4.05
Meta,carousel,conversions,narrow,1283.72,1,24,0,2,0.0192,3.25,3.08
Google,carousel,traffic,narrow,1953.23,5,13,0,0,0.0369,3.74,3.61
Meta,image,awareness,medium,655.67,4,43,0,4,0.0307,1.95,2.18
Meta,image,conversions,medium,948.89,5,29,0,6,0.043,2.13,4.72
Meta,carousel,awareness,broad,1364.3,3,72,1,4,0.0311,1.73,5.04
Meta,image,awareness,medium,1105.94,2,51,0,6,0.0176,1.59,0.71
Google,image,conversions,medium,1694.68,3,42,1,2,0.0206,3.59,4.57
Google,video,conversions,medium,1535.4,4,31,0,2,0.0335,2.9,3.98
Google,image,awareness,medium,163.68,1,63,1,3,0.0285,2.55,2.68
Meta,image,traffic,narrow,1996.92,5,26,0,5,0.0339,2.17,4.39
Meta,video,conversions,medium,1517.18,1,18,0,4,0.0417,2.7,4.15
Meta,video,conversions,medium,1734.61,4,82,0,4,0.0387,2.53,5.21
Google,video,conversions,broad,1319.84,5,57,0,6,0.0357,3.6,4.03
Meta,video,traffic,broad,1719.76,3,7,1,3,0.0332,2.36,3.86
Google,video,traffic,medium,269.15,3,48,1,4,0.0394,2.81,4.67
Meta,image,awareness,narrow,728.09,4,80,0,6,0.0241,2.56,4.05
Meta,carousel,conversions,medium,1759.02,5,60,0,0,0.0415,2.57,4.36
Google,image,traffic,medium,443.23,3,33,0,2,0.0236,2.09,2.09
Meta,video,traffic,narrow,202.57,4,3,0,2,0.0488,1.65,5.87
Google,video,conversions,broad,1586.83,4,4,1,5,0.0369,2.65,5.77
Google,image,conversions,broad,1679.2,1,4,0,2,0.0158,2.98,2.02
Meta,video,awareness,broad,367.17,3,42,0,1,0.0328,1.63,2.43
Meta,carousel,awareness,narrow,1715.97,5,9,0,0,0.0422,2.25,3.69
Meta,image,conversions,broad,1389.2,3,51,0,0,0.0217,2.36,3.08
Google,carousel,traffic,broad,1064.16,3,17,0,3,0.008,2.77,0.9
Meta,video,conversions,medium,1668.99,3,17,0,1,0.0387,2.41,4.89
Google,image,traffic,medium,867.54,4,20,0,4,0.0222,2.22,3.22
Google,video,traffic,broad,428.29,2,14,0,5,0.0192,2.41,1.61
Google,carousel,traffic,medium,605.46,2,22,0,0,0.0238,2.21,2.65
Meta,image,awareness,medium,1035.07,1,52,1,1,0.0288,1.73,3.52
Google,video,traffic,medium,1086.1,3,27,0,1,0.0214,3.03,3.87
Google,video,conversions,medium,1620.88,2,43,0,6,0.0193,3.21,3.06
Meta,video,traffic,narrow,1593.14,1,3,0,0,0.0274,2.91,2.87
Meta,image,conversions,broad,1183.66,4,88,0,6,0.041,2.78,4.65
Google,video,conversions,medium,1572.53,3,8,0,3,0.0356,3.1,4.18
Meta,image,conversions,medium,423.96,5,86,1,1,0.0459,1.79,6.69
Google,video,conversions,narrow,147.63,4,89,1,2,0.0501,3.23,6.58
Meta,image,traffic,medium,1753.59,1,10,0,1,0.0178,2.37,1.69
Meta,carousel,conversions,narrow,197.33,4,29,1,4,0.0568,2.31,5.93
Google,carousel,traffic,narrow,531.04,5,40,0,0,0.0325,3.13,3.62
Meta,carousel,traffic,medium,1405.87,4,65,0,4,0.0339,2.28,2.73
Meta,video,conversions,medium,848.42,1,21,1,3,0.0393,2.02,4.01
Meta,video,awareness,medium,1758.81,5,24,1,5,0.0587,1.82,6.17
Meta,image,conversions,narrow,631.06,5,73,1,2,0.0547,2.8,7.47
Meta,video,conversions,medium,73.15,4,60,0,0,0.0462,2.07,5.41
Meta,image,traffic,narrow,636.28,5,26,0,1,0.0341,1.89,4.01
Google,video,conversions,broad,1177.25,4,9,0,2,0.0373,3.05,4.56
Meta,video,conversions,medium,783.08,3,20,1,1,0.0454,2.21,5.49
Google,video,traffic,medium,1093.0,5,56,0,3,0.0346,2.16,3.01
Meta,carousel,traffic,medium,1759.37,4,36,1,5,0.0492,2.26,3.84
Google,video,conversions,narrow,1829.35,3,36,0,0,0.0328,3.61,3.44
Meta,image,awareness,broad,568.65,5,73,0,3,0.029,0.84,4.03
Google,video,traffic,narrow,951.17,3,22,1,3,0.0462,2.98,4.73
Meta,image,awareness,medium,1120.83,5,1,1,5,0.0436,1.61,5.39
Meta,video,conversions,medium,1900.77,1,69,0,3,0.0287,3.08,4.07
Meta,carousel,traffic,narrow,1997.3,1,73,1,3,0.0484,2.32,3.86
Meta,carousel,awareness,broad,509.04,4,37,0,1,0.0215,1.32,3.01
Meta,video,traffic,medium,1467.61,2,83,0,6,0.0373,2.09,3.56
Meta,carousel,traffic,narrow,787.16,1,72,1,4,0.0441,1.94,3.96
Google,carousel,conversions,narrow,65.81,2,13,1,1,0.0495,2.99,5.54
Meta,carousel,conversions,narrow,68.04,3,84,1,5,0.0401,2.57,5.71
Meta,carousel,conversions,broad,948.1,3,43,1,2,0.0347,1.97,4.65
Google,video,conversions,medium,1002.25,2,37,1,5,0.0465,2.66,6.16
Google,image,awareness,narrow,94.01,4,74,1,5,0.0296,3.25,5.02
Meta,video,conversions,narrow,1389.51,5,25,0,5,0.041,2.99,5.82
Meta,video,awareness,medium,623.31,2,88,1,5,0.0376,1.61,5.6
Meta,carousel,awareness,medium,1141.79,2,21,1,3,0.036,1.84,3.54
Google,video,conversions,medium,636.79,2,41,0,5,0.037,3.14,3.96
Google,image,conversions,medium,375.91,2,73,0,2,0.0201,3.2,2.32
Meta,carousel,awareness,narrow,843.99,2,42,0,5,0.028,1.93,2.53
Google,carousel,awareness,medium,502.93,4,42,1,1,0.0376,2.56,4.24
Google,carousel,conversions,broad,1092.86,1,2,0,3,0.0203,2.98,1.21
Meta,video,conversions,narrow,437.72,5,68,1,1,0.0612,2.47,8.02
Google,video,traffic,medium,1041.39,1,8,0,3,0.0211,2.66,1.87
Meta,image,traffic,medium,356.89,2,61,0,1,0.0122,1.61,1.92
Meta,video,conversions,medium,1358.4,1,14,1,0,0.0364,2.63,5.02
Meta,video,traffic,narrow,1520.18,4,77,0,4,0.0491,2.5,4.57
Meta,video,conversions,broad,265.27,3,21,0,4,0.0349,1.63,3.73
Meta,carousel,conversions,medium,962.21,1,24,0,3,0.0244,1.88,2.57
Google,image,conversions,medium,188.2,5,50,1,0,0.0456,2.75,5.97
Meta,video,conversions,medium,1216.46,4,82,1,2,0.0443,2.91,6.55
Meta,image,conversions,narrow,565.59,3,45,1,0,0.0439,2.31,5.58
Meta,video,conversions,narrow,1078.87,4,64,1,6,0.0567,2.66,7.48
Google,video,conversions,broad,1059.05,2,64,0,3,0.0238,2.96,2.83
Meta,carousel,conversions,narrow,1852.49,3,26,0,0,0.0385,2.79,3.63
Meta,image,conversions,medium,1120.71,5,32,0,2,0.0341,2.39,3.55
Meta,carousel,awareness,medium,1186.85,3,57,0,3,0.021,2.28,3.07
Meta,video,conversions,medium,833.22,5,53,0,4,0.0439,2.39,5.2
Google,carousel,conversions,medium,1900.71,2,33,0,5,0.0174,3.13,2.41
Google,image,traffic,medium,1565.51,5,52,1,0,0.0368,3.6,5.13
Meta,image,awareness,narrow,606.54,4,18,0,4,0.0409,2.11,3.46
Google,image,conversions,medium,1696.21,1,35,1,4,0.0266,3.14,2.91
Google,carousel,traffic,medium,893.17,4,12,1,1,0.0301,2.99,4.01
Google,image,traffic,medium,1665.9,4,51,1,2,0.0324,2.66,4.45
Meta,image,traffic,narrow,1654.63,3,89,1,6,0.0368,2.9,4.82
Meta,carousel,conversions,medium,418.3,2,10,1,5,0.042,1.86,5.46
Meta,carousel,traffic,narrow,1417.23,1,52,0,0,0.0273,2.75,1.04
